time_s,x_m,y_m,heading_deg,speed_mmps,steering_deg,throttle,mean_throttle,brake
168.116,251.686,-140.297,237.25,7.136,25.0,150,150.0,0
168.217,251.084,-140.68,237.5,7.136,25.0,150,150.0,0
168.319,250.48,-141.061,237.75,7.136,25.0,150,150.0,0
168.418,249.875,-141.439,238.0,7.136,25.0,150,150.0,0
168.519,249.268,-141.815,238.25,7.136,25.0,150,150.0,0
168.619,248.66,-142.188,238.5,7.136,25.0,150,150.0,0
168.72,248.05,-142.558,238.75,7.136,25.0,150,150.0,0
168.82,247.438,-142.925,239.0,7.136,25.0,150,150.0,0
168.921,246.825,-143.29,239.25,7.136,25.0,150,150.0,0
169.022,246.21,-143.652,239.5,7.136,25.0,150,150.0,0
169.123,245.594,-144.012,239.75,7.136,25.0,150,150.0,0
169.224,244.976,-144.369,240.0,7.136,25.0,150,150.0,0
169.324,244.356,-144.723,240.25,7.136,25.0,150,150.0,0
169.424,243.735,-145.074,240.5,7.136,25.0,150,150.0,0
169.526,243.113,-145.423,240.75,7.136,25.0,150,150.0,0
169.626,242.488,-145.769,241.0,7.136,25.0,150,150.0,0
169.726,241.863,-146.112,241.25,7.136,25.0,150,150.0,0
169.826,241.236,-146.453,241.5,7.136,25.0,150,150.0,0
169.928,240.607,-146.79,241.75,7.136,25.0,150,150.0,0
170.029,239.977,-147.125,242.0,7.136,25.0,150,150.0,0
170.13,239.346,-147.458,242.25,7.136,25.0,150,150.0,0
170.23,238.713,-147.787,242.5,7.136,25.0,150,150.0,0
170.33,238.078,-148.114,242.75,7.136,25.0,150,150.0,0
170.431,237.442,-148.438,243.0,7.136,25.0,150,150.0,0
170.532,236.805,-148.759,243.25,7.136,25.0,150,150.0,0
170.634,236.167,-149.077,243.5,7.136,25.0,150,150.0,0
170.734,235.527,-149.393,243.75,7.136,25.0,150,150.0,0
170.835,234.885,-149.706,244.0,7.136,25.0,150,150.0,0
170.937,234.243,-150.016,244.25,7.136,25.0,150,150.0,0
171.037,233.599,-150.323,244.5,7.136,25.0,150,150.0,0
171.137,232.953,-150.627,244.75,7.136,25.0,150,150.0,0
171.238,232.306,-150.929,245.0,7.136,25.0,150,150.0,0
171.339,231.658,-151.228,245.25,7.136,25.0,150,150.0,0
171.441,231.009,-151.524,245.5,7.136,25.0,150,150.0,0
171.541,230.358,-151.817,245.75,7.136,25.0,150,150.0,0
171.642,229.707,-152.107,246.0,7.136,25.0,150,150.0,0
171.743,229.053,-152.394,246.25,7.136,25.0,150,150.0,0
171.843,228.399,-152.679,246.5,7.136,25.0,150,150.0,0
171.944,227.743,-152.961,246.75,7.136,25.0,150,150.0,0
172.045,227.087,-153.239,247.0,7.136,25.0,150,150.0,0
172.146,226.428,-153.515,247.25,7.136,25.0,150,150.0,0
172.247,225.769,-153.788,247.5,7.136,25.0,150,150.0,0
172.347,225.109,-154.059,247.75,7.136,25.0,150,150.0,0
172.448,224.447,-154.326,248.0,7.136,25.0,150,150.0,0
172.548,223.784,-154.59,248.25,7.136,25.0,150,150.0,0
172.649,223.12,-154.852,248.5,7.136,25.0,150,150.0,0
172.75,222.455,-155.11,248.75,7.136,25.0,150,150.0,0
172.851,221.789,-155.366,249.0,7.136,25.0,150,150.0,0
172.953,221.122,-155.619,249.25,7.136,25.0,150,150.0,0
173.053,220.453,-155.869,249.5,7.136,25.0,150,150.0,0
173.153,219.784,-156.116,249.75,7.136,25.0,150,150.0,0
173.255,219.113,-156.36,250.0,7.136,25.0,150,150.0,0
173.355,218.442,-156.601,250.25,7.136,25.0,150,150.0,0
173.456,217.769,-156.839,250.5,7.136,25.0,150,150.0,0
173.556,217.096,-157.075,250.75,7.136,25.0,150,150.0,0
173.656,216.421,-157.307,251.0,7.136,25.0,150,150.0,0
173.757,215.745,-157.536,251.25,7.136,25.0,150,150.0,0
173.858,215.068,-157.763,251.5,7.136,25.0,150,150.0,0
173.958,214.391,-157.986,251.75,7.136,25.0,150,150.0,0
174.059,213.712,-158.207,252.0,7.136,25.0,150,150.0,0
174.16,213.032,-158.424,252.25,7.136,25.0,150,150.0,0
174.26,212.352,-158.639,252.5,7.136,25.0,150,150.0,0
174.359,211.67,-158.85,252.75,7.136,25.0,150,150.0,0
174.462,210.988,-159.059,253.0,7.136,25.0,150,150.0,0
174.562,210.305,-159.265,253.25,7.136,25.0,150,150.0,0
174.663,209.62,-159.467,253.5,7.136,25.0,150,150.0,0
174.765,208.935,-159.667,253.75,7.136,25.0,150,150.0,0
174.865,208.249,-159.864,254.0,7.136,25.0,150,150.0,0
174.966,207.563,-160.057,254.25,7.136,25.0,150,150.0,0
175.067,206.875,-160.248,254.5,7.136,25.0,150,150.0,0
175.167,206.187,-160.436,254.75,7.136,25.0,150,150.0,0
175.269,205.497,-160.62,255.0,7.136,25.0,150,150.0,0
175.369,204.807,-160.802,255.25,7.136,25.0,150,150.0,0
175.469,204.116,-160.981,255.5,7.136,25.0,150,150.0,0
175.57,203.425,-161.156,255.75,7.136,25.0,150,150.0,0
175.671,202.732,-161.329,256.0,7.136,25.0,150,150.0,0
175.771,202.039,-161.499,256.25,7.136,25.0,150,150.0,0
175.87,201.345,-161.665,256.5,7.136,25.0,150,150.0,0
175.972,200.651,-161.829,256.75,7.136,25.0,150,150.0,0
176.073,199.956,-161.989,257.0,7.136,25.0,150,150.0,0
176.175,199.26,-162.147,257.25,7.136,25.0,150,150.0,0
176.276,198.563,-162.301,257.5,7.136,25.0,150,150.0,0
176.376,197.866,-162.453,257.75,7.136,25.0,150,150.0,0
176.476,197.168,-162.601,258.0,7.136,25.0,150,150.0,0
176.578,196.469,-162.746,258.25,7.136,25.0,150,150.0,0
176.677,195.77,-162.889,258.5,7.136,25.0,150,150.0,0
176.778,195.07,-163.028,258.75,7.136,25.0,150,150.0,0
176.879,194.369,-163.164,259.0,7.136,25.0,150,150.0,0
176.981,193.668,-163.297,259.25,7.136,25.0,150,150.0,0
177.081,192.967,-163.427,259.5,7.136,25.0,150,150.0,0
177.182,192.264,-163.554,259.75,7.136,25.0,150,150.0,0
177.285,191.562,-163.678,260.0,7.136,25.0,150,150.0,0
177.384,190.858,-163.799,260.25,7.136,25.0,150,150.0,0
177.485,190.155,-163.917,260.5,7.136,25.0,150,150.0,0
177.585,189.45,-164.031,260.75,7.136,25.0,150,150.0,0
177.687,188.746,-164.143,261.0,7.136,25.0,150,150.0,0
177.787,188.04,-164.251,261.25,7.136,25.0,150,150.0,0
177.886,187.335,-164.357,261.5,7.136,25.0,150,150.0,0
177.987,186.628,-164.459,261.75,7.136,25.0,150,150.0,0
178.087,185.922,-164.559,262.0,7.136,25.0,150,150.0,0
178.188,185.215,-164.655,262.25,7.136,25.0,150,150.0,0
178.289,184.507,-164.748,262.5,7.136,25.0,150,150.0,0
178.39,183.799,-164.838,262.75,7.136,25.0,150,150.0,0
178.491,183.091,-164.925,263.0,7.136,25.0,150,150.0,0
178.592,182.382,-165.009,263.25,7.136,25.0,150,150.0,0
178.691,181.673,-165.09,263.5,7.136,25.0,150,150.0,0
178.792,180.964,-165.167,263.75,7.136,25.0,150,150.0,0
178.893,180.254,-165.242,264.0,7.136,25.0,150,150.0,0
178.993,179.544,-165.313,264.25,7.136,25.0,150,150.0,0
179.092,178.834,-165.382,264.5,7.136,25.0,150,150.0,0
179.193,178.124,-165.447,264.75,7.136,25.0,150,150.0,0
179.294,177.413,-165.509,265.0,7.136,25.0,150,150.0,0
179.395,176.702,-165.568,265.25,7.136,25.0,150,150.0,0
179.496,175.99,-165.624,265.5,7.136,25.0,150,150.0,0
179.596,175.279,-165.677,265.75,7.136,25.0,150,150.0,0
179.697,174.567,-165.727,266.0,7.136,25.0,150,150.0,0
179.797,173.855,-165.774,266.25,7.136,25.0,150,150.0,0
179.897,173.142,-165.817,266.5,7.136,25.0,150,150.0,0
179.998,172.43,-165.858,266.75,7.136,25.0,150,150.0,0
180.1,171.717,-165.895,267.0,7.136,25.0,150,150.0,0
180.201,171.005,-165.929,267.25,7.136,25.0,150,150.0,0
180.301,170.292,-165.96,267.5,7.136,25.0,150,150.0,0
180.401,169.579,-165.989,267.75,7.136,25.0,150,150.0,0
180.502,168.866,-166.013,268.0,7.136,25.0,150,150.0,0
180.601,168.152,-166.035,268.25,7.136,25.0,150,150.0,0
180.702,167.439,-166.054,268.5,7.136,25.0,150,150.0,0
180.802,166.726,-166.069,268.75,7.136,25.0,150,150.0,0
180.902,166.012,-166.082,269.0,7.136,25.0,150,150.0,0
181.002,165.299,-166.091,269.25,7.136,25.0,150,150.0,0
181.102,164.585,-166.097,269.5,7.136,25.0,150,150.0,0
181.202,163.871,-166.101,269.75,7.136,25.0,150,150.0,0
181.303,163.158,-166.101,270.0,7.136,25.0,150,150.0,0
181.403,162.444,-166.097,270.25,7.136,25.0,150,150.0,0
181.504,161.731,-166.091,270.5,7.136,25.0,150,150.0,0
181.604,161.017,-166.082,270.75,7.136,25.0,150,150.0,0
181.705,160.304,-166.069,271.0,7.136,25.0,150,150.0,0
181.805,159.59,-166.054,271.25,7.136,25.0,150,150.0,0
181.907,158.877,-166.035,271.5,7.136,25.0,150,150.0,0
182.007,158.164,-166.013,271.75,7.136,25.0,150,150.0,0
182.109,157.451,-165.989,272.0,7.136,25.0,150,150.0,0
182.209,156.738,-165.96,272.25,7.136,25.0,150,150.0,0
182.309,156.025,-165.929,272.5,7.136,25.0,150,150.0,0
182.41,155.312,-165.895,272.75,7.136,25.0,150,150.0,0
182.51,154.599,-165.858,273.0,7.136,25.0,150,150.0,0
182.61,153.887,-165.817,273.25,7.136,25.0,150,150.0,0
182.711,153.175,-165.774,273.5,7.136,25.0,150,150.0,0
182.811,152.463,-165.727,273.75,7.136,25.0,150,150.0,0
182.912,151.751,-165.677,274.0,7.136,25.0,150,150.0,0
183.013,151.039,-165.624,274.25,7.136,25.0,150,150.0,0
183.114,150.328,-165.568,274.5,7.136,25.0,150,150.0,0
183.216,149.617,-165.509,274.75,7.136,25.0,150,150.0,0
183.316,148.906,-165.447,275.0,7.136,25.0,150,150.0,0
183.416,148.195,-165.382,275.25,7.136,25.0,150,150.0,0
183.517,147.485,-165.313,275.5,7.136,25.0,150,150.0,0
183.616,146.775,-165.242,275.75,7.136,25.0,150,150.0,0
183.718,146.065,-165.167,276.0,7.136,25.0,150,150.0,0
183.819,145.356,-165.09,276.25,7.136,25.0,150,150.0,0
183.918,144.647,-165.009,276.5,7.136,25.0,150,150.0,0
184.02,143.938,-164.925,276.75,7.136,25.0,150,150.0,0
184.12,143.23,-164.838,277.0,7.136,25.0,150,150.0,0
184.221,142.522,-164.748,277.25,7.136,25.0,150,150.0,0
184.322,141.815,-164.655,277.5,7.136,25.0,150,150.0,0
184.423,141.108,-164.559,277.75,7.136,25.0,150,150.0,0
184.524,140.401,-164.459,278.0,7.136,25.0,150,150.0,0
184.624,139.695,-164.357,278.25,7.136,25.0,150,150.0,0
184.725,138.989,-164.251,278.5,7.136,25.0,150,150.0,0
184.825,138.284,-164.143,278.75,7.136,25.0,150,150.0,0
184.924,137.579,-164.031,279.0,7.136,25.0,150,150.0,0
185.025,136.875,-163.917,279.25,7.136,25.0,150,150.0,0
185.127,136.171,-163.799,279.5,7.136,25.0,150,150.0,0
185.227,135.468,-163.678,279.75,7.136,25.0,150,150.0,0
185.328,134.765,-163.554,280.0,7.136,25.0,150,150.0,0
185.428,134.063,-163.427,280.25,7.136,25.0,150,150.0,0
185.528,133.361,-163.297,280.5,7.136,25.0,150,150.0,0
185.629,132.66,-163.164,280.75,7.136,25.0,150,150.0,0
185.73,131.959,-163.028,281.0,7.136,25.0,150,150.0,0
185.83,131.26,-162.889,281.25,7.136,25.0,150,150.0,0
185.93,130.56,-162.746,281.5,7.136,25.0,150,150.0,0
186.031,129.862,-162.601,281.75,7.136,25.0,150,150.0,0
186.131,129.164,-162.453,282.0,7.136,25.0,150,150.0,0
186.23,128.466,-162.301,282.25,7.136,25.0,150,150.0,0
186.331,127.77,-162.147,282.5,7.136,25.0,150,150.0,0
186.431,127.074,-161.989,282.75,7.136,25.0,150,150.0,0
186.534,126.378,-161.829,283.0,7.136,25.0,150,150.0,0
186.634,125.684,-161.665,283.25,7.136,25.0,150,150.0,0
186.734,124.99,-161.499,283.5,7.136,25.0,150,150.0,0
186.834,124.297,-161.329,283.75,7.136,25.0,150,150.0,0
186.935,123.604,-161.156,284.0,7.136,25.0,150,150.0,0
187.036,122.913,-160.981,284.25,7.136,25.0,150,150.0,0
187.137,122.222,-160.802,284.5,7.136,25.0,150,150.0,0
187.237,121.532,-160.62,284.75,7.136,25.0,150,150.0,0
187.337,120.843,-160.436,285.0,7.136,25.0,150,150.0,0
187.436,120.154,-160.248,285.25,7.136,25.0,150,150.0,0
187.537,119.467,-160.057,285.5,7.136,25.0,150,150.0,0
187.638,118.78,-159.864,285.75,7.136,25.0,150,150.0,0
187.74,118.094,-159.667,286.0,7.136,25.0,150,150.0,0
187.841,117.409,-159.467,286.25,7.136,25.0,150,150.0,0
187.94,116.725,-159.265,286.5,7.136,25.0,150,150.0,0
188.042,116.041,-159.059,286.75,7.136,25.0,150,150.0,0
188.143,115.359,-158.85,287.0,7.136,25.0,150,150.0,0
188.244,114.677,-158.639,287.25,7.136,25.0,150,150.0,0
188.346,113.997,-158.424,287.5,7.136,25.0,150,150.0,0
188.445,113.317,-158.207,287.75,7.136,25.0,150,150.0,0
188.546,112.639,-157.986,288.0,7.136,25.0,150,150.0,0
188.647,111.961,-157.763,288.25,7.136,25.0,150,150.0,0
188.749,111.284,-157.536,288.5,7.136,25.0,150,150.0,0
188.849,110.608,-157.307,288.75,7.136,25.0,150,150.0,0
188.949,109.934,-157.075,289.0,7.136,25.0,150,150.0,0
189.051,109.26,-156.839,289.25,7.136,25.0,150,150.0,0
189.151,108.587,-156.601,289.5,7.136,25.0,150,150.0,0
189.252,107.916,-156.36,289.75,7.136,25.0,150,150.0,0
189.353,107.245,-156.116,290.0,7.136,25.0,150,150.0,0
189.453,106.576,-155.869,290.25,7.136,25.0,150,150.0,0
189.554,105.907,-155.619,290.5,7.136,25.0,150,150.0,0
189.654,105.24,-155.366,290.75,7.136,25.0,150,150.0,0
189.756,104.574,-155.11,291.0,7.136,25.0,150,150.0,0
189.857,103.909,-154.852,291.25,7.136,25.0,150,150.0,0
189.956,103.245,-154.59,291.5,7.136,25.0,150,150.0,0
190.057,102.582,-154.326,291.75,7.136,25.0,150,150.0,0
190.157,101.921,-154.059,292.0,7.136,25.0,150,150.0,0
190.257,101.26,-153.788,292.25,7.136,25.0,150,150.0,0
190.36,100.601,-153.515,292.5,7.136,25.0,150,150.0,0
190.46,99.943,-153.239,292.75,7.136,25.0,150,150.0,0
190.561,99.286,-152.961,293.0,7.136,25.0,150,150.0,0
190.661,98.63,-152.679,293.25,7.136,25.0,150,150.0,0
190.761,97.976,-152.394,293.5,7.136,25.0,150,150.0,0
190.861,97.323,-152.107,293.75,7.136,25.0,150,150.0,0
190.961,96.671,-151.817,294.0,7.136,25.0,150,150.0,0
191.061,96.02,-151.524,294.25,7.136,25.0,150,150.0,0
191.162,95.371,-151.228,294.5,7.136,25.0,150,150.0,0
191.263,94.723,-150.929,294.75,7.136,25.0,150,150.0,0
191.365,94.076,-150.627,295.0,7.136,25.0,150,150.0,0
191.466,93.431,-150.323,295.25,7.136,25.0,150,150.0,0
191.568,92.787,-150.016,295.5,7.136,25.0,150,150.0,0
191.667,92.144,-149.706,295.75,7.136,25.0,150,150.0,0
191.768,91.503,-149.393,296.0,7.136,25.0,150,150.0,0
191.868,90.863,-149.077,296.25,7.136,25.0,150,150.0,0
191.969,90.224,-148.759,296.5,7.136,25.0,150,150.0,0
192.069,89.587,-148.438,296.75,7.136,25.0,150,150.0,0
192.17,88.951,-148.114,297.0,7.136,25.0,150,150.0,0
192.269,88.317,-147.787,297.25,7.136,25.0,150,150.0,0
192.37,87.684,-147.458,297.5,7.136,25.0,150,150.0,0
192.471,87.052,-147.125,297.75,7.136,25.0,150,150.0,0
192.573,86.422,-146.79,298.0,7.136,25.0,150,150.0,0
192.673,85.794,-146.453,298.25,7.136,25.0,150,150.0,0
192.774,85.166,-146.112,298.5,7.136,25.0,150,150.0,0
192.874,84.541,-145.769,298.75,7.136,25.0,150,150.0,0
192.974,83.917,-145.423,299.0,7.136,25.0,150,150.0,0
193.075,83.294,-145.074,299.25,7.136,25.0,150,150.0,0
193.176,82.673,-144.723,299.5,7.136,25.0,150,150.0,0
193.277,82.053,-144.369,299.75,7.136,25.0,150,150.0,0
193.379,81.436,-144.012,300.0,7.136,25.0,150,150.0,0
193.48,80.819,-143.652,300.25,7.136,25.0,150,150.0,0
193.581,80.204,-143.29,300.5,7.136,25.0,150,150.0,0
193.681,79.591,-142.925,300.75,7.136,25.0,150,150.0,0
193.783,78.979,-142.558,301.0,7.136,25.0,150,150.0,0
193.882,78.369,-142.188,301.25,7.136,25.0,150,150.0,0
193.983,77.761,-141.815,301.5,7.136,25.0,150,150.0,0
194.084,77.154,-141.439,301.75,7.136,25.0,150,150.0,0
194.185,76.549,-141.061,302.0,7.136,25.0,150,150.0,0
194.286,75.945,-140.68,302.25,7.136,25.0,150,150.0,0
194.386,75.344,-140.297,302.5,7.136,25.0,150,150.0,0
194.487,74.743,-139.911,302.75,7.136,25.0,150,150.0,0
194.587,74.145,-139.522,303.0,7.136,25.0,150,150.0,0
194.688,73.548,-139.131,303.25,7.136,25.0,150,150.0,0
194.789,72.953,-138.737,303.5,7.136,25.0,150,150.0,0
194.89,72.36,-138.341,303.75,7.136,25.0,150,150.0,0
194.991,71.768,-137.942,304.0,7.136,25.0,150,150.0,0
195.091,71.178,-137.54,304.25,7.136,25.0,150,150.0,0
195.191,70.59,-137.136,304.5,7.136,25.0,150,150.0,0
195.291,70.004,-136.729,304.75,7.136,25.0,150,150.0,0
195.392,69.42,-136.32,305.0,7.136,25.0,150,150.0,0
195.492,68.837,-135.908,305.25,7.136,25.0,150,150.0,0
195.592,68.256,-135.494,305.5,7.136,25.0,150,150.0,0
195.693,67.677,-135.077,305.75,7.136,25.0,150,150.0,0
195.793,67.099,-134.657,306.0,7.136,25.0,150,150.0,0
195.893,66.524,-134.236,306.25,7.136,25.0,150,150.0,0
195.992,65.95,-133.811,306.5,7.136,25.0,150,150.0,0
196.093,65.379,-133.384,306.75,7.136,25.0,150,150.0,0
196.193,64.809,-132.955,307.0,7.136,25.0,150,150.0,0
196.293,64.241,-132.523,307.25,7.136,25.0,150,150.0,0
196.393,63.675,-132.088,307.5,7.136,25.0,150,150.0,0
196.495,63.11,-131.651,307.75,7.136,25.0,150,150.0,0
196.594,62.548,-131.212,308.0,7.136,25.0,150,150.0,0
196.695,61.988,-130.77,308.25,7.136,25.0,150,150.0,0
196.796,61.429,-130.326,308.5,7.136,25.0,150,150.0,0
196.895,60.873,-129.88,308.75,7.136,25.0,150,150.0,0
196.996,60.318,-129.43,309.0,7.136,25.0,150,150.0,0
197.097,59.766,-128.979,309.25,7.136,25.0,150,150.0,0
197.195,59.215,-128.525,309.5,7.136,25.0,150,150.0,0
197.296,58.666,-128.069,309.75,7.136,25.0,150,150.0,0
197.396,58.12,-127.61,310.0,7.136,25.0,150,150.0,0
197.496,57.575,-127.149,310.25,7.136,25.0,150,150.0,0
197.597,57.032,-126.686,310.5,7.136,25.0,150,150.0,0
197.696,56.492,-126.22,310.75,7.136,25.0,150,150.0,0
197.797,55.953,-125.752,311.0,7.136,25.0,150,150.0,0
197.898,55.417,-125.281,311.25,7.136,25.0,150,150.0,0
197.999,54.882,-124.808,311.5,7.136,25.0,150,150.0,0
198.098,54.35,-124.333,311.75,7.136,25.0,150,150.0,0
198.199,53.82,-123.856,312.0,7.136,25.0,150,150.0,0
198.301,53.291,-123.376,312.25,7.136,25.0,150,150.0,0
198.4,52.765,-122.894,312.5,7.136,25.0,150,150.0,0
198.501,52.241,-122.409,312.75,7.136,25.0,150,150.0,0
198.602,51.719,-121.923,313.0,7.136,25.0,150,150.0,0
198.702,51.2,-121.434,313.25,7.136,25.0,150,150.0,0
198.802,50.682,-120.943,313.5,7.136,25.0,150,150.0,0
198.902,50.167,-120.449,313.75,7.136,25.0,150,150.0,0
199.003,49.653,-119.953,314.0,7.136,25.0,150,150.0,0
199.103,49.142,-119.456,314.25,7.136,25.0,150,150.0,0
199.203,48.633,-118.955,314.5,7.136,25.0,150,150.0,0
199.304,48.126,-118.453,314.75,7.136,25.0,150,150.0,0
199.405,47.622,-117.948,315.0,7.136,25.0,150,150.0,0
199.506,47.12,-117.442,315.25,7.136,25.0,150,150.0,0
199.606,46.619,-116.933,315.5,7.136,25.0,150,150.0,0
199.706,46.121,-116.422,315.75,7.136,25.0,150,150.0,0
199.806,45.626,-115.908,316.0,7.136,25.0,150,150.0,0
199.907,45.132,-115.393,316.25,7.136,25.0,150,150.0,0
200.008,44.641,-114.875,316.5,7.136,25.0,150,150.0,0
200.109,44.152,-114.355,316.75,7.136,25.0,150,150.0,0
200.209,43.666,-113.834,317.0,7.136,25.0,150,150.0,0
200.31,43.181,-113.31,317.25,7.136,25.0,150,150.0,0
200.411,42.699,-112.783,317.5,7.136,25.0,150,150.0,0
200.511,42.219,-112.255,317.75,7.136,25.0,150,150.0,0
200.612,41.742,-111.725,318.0,7.136,25.0,150,150.0,0
200.712,41.267,-111.193,318.25,7.136,25.0,150,150.0,0
200.812,40.794,-110.658,318.5,7.136,25.0,150,150.0,0
200.913,40.323,-110.122,318.75,7.136,25.0,150,150.0,0
201.013,39.855,-109.583,319.0,7.136,25.0,150,150.0,0
201.115,39.389,-109.043,319.25,7.136,25.0,150,150.0,0
201.215,38.926,-108.5,319.5,7.136,25.0,150,150.0,0
201.315,38.465,-107.955,319.75,7.136,25.0,150,150.0,0
201.416,38.006,-107.409,320.0,7.136,25.0,150,150.0,0
201.515,37.55,-106.86,320.25,7.136,25.0,150,150.0,0
201.616,37.096,-106.309,320.5,7.136,25.0,150,150.0,0
201.716,36.645,-105.757,320.75,7.136,25.0,150,150.0,0
201.816,36.195,-105.202,321.0,7.136,25.0,150,150.0,0
201.918,35.749,-104.646,321.25,7.136,25.0,150,150.0,0
202.02,35.305,-104.087,321.5,7.136,25.0,150,150.0,0
202.119,34.863,-103.527,321.75,7.136,25.0,150,150.0,0
202.22,34.423,-102.965,322.0,7.136,25.0,150,150.0,0
202.32,33.987,-102.4,322.25,7.136,25.0,150,150.0,0
202.422,33.552,-101.834,322.5,7.136,25.0,150,150.0,0
202.523,33.12,-101.266,322.75,7.136,25.0,150,150.0,0
202.623,32.691,-100.696,323.0,7.136,25.0,150,150.0,0
202.723,32.264,-100.125,323.25,7.136,25.0,150,150.0,0
202.822,31.839,-99.551,323.5,7.136,25.0,150,150.0,0
202.923,31.417,-98.976,323.75,7.136,25.0,150,150.0,0
203.023,30.998,-98.398,324.0,7.136,25.0,150,150.0,0
203.124,30.581,-97.819,324.25,7.136,25.0,150,150.0,0
203.225,30.167,-97.238,324.5,7.136,25.0,150,150.0,0
203.326,29.755,-96.655,324.75,7.136,25.0,150,150.0,0
203.427,29.346,-96.071,325.0,7.136,25.0,150,150.0,0
203.527,28.939,-95.485,325.25,7.136,25.0,150,150.0,0
203.628,28.535,-94.896,325.5,7.136,25.0,150,150.0,0
203.727,28.133,-94.307,325.75,7.136,25.0,150,150.0,0
203.827,27.734,-93.715,326.0,7.136,25.0,150,150.0,0
203.928,27.338,-93.122,326.25,7.136,25.0,150,150.0,0
204.029,26.944,-92.527,326.5,7.136,25.0,150,150.0,0
204.13,26.553,-91.93,326.75,7.136,25.0,150,150.0,0
204.231,26.164,-91.331,327.0,7.136,25.0,150,150.0,0
204.33,25.778,-90.731,327.25,7.136,25.0,150,150.0,0
204.43,25.394,-90.13,327.5,7.136,25.0,150,150.0,0
204.531,25.014,-89.526,327.75,7.136,25.0,150,150.0,0
204.631,24.636,-88.921,328.0,7.136,25.0,150,150.0,0
204.731,24.26,-88.314,328.25,7.136,25.0,150,150.0,0
204.832,23.887,-87.706,328.5,7.136,25.0,150,150.0,0
204.931,23.517,-87.096,328.75,7.136,25.0,150,150.0,0
205.032,23.149,-86.484,329.0,7.136,25.0,150,150.0,0
205.132,22.785,-85.871,329.25,7.136,25.0,150,150.0,0
205.234,22.422,-85.256,329.5,7.136,25.0,150,150.0,0
205.334,22.063,-84.639,329.75,7.136,25.0,150,150.0,0
205.434,21.706,-84.021,330.0,7.136,25.0,150,150.0,0
205.535,21.352,-83.402,330.25,7.136,25.0,150,150.0,0
205.635,21.001,-82.781,330.5,7.136,25.0,150,150.0,0
205.736,20.652,-82.158,330.75,7.136,25.0,150,150.0,0
205.835,20.306,-81.534,331.0,7.136,25.0,150,150.0,0
205.935,19.963,-80.909,331.25,7.136,25.0,150,150.0,0
206.035,19.622,-80.281,331.5,7.136,25.0,150,150.0,0
206.136,19.285,-79.653,331.75,7.136,25.0,150,150.0,0
206.235,18.95,-79.023,332.0,7.136,25.0,150,150.0,0
206.336,18.617,-78.391,332.25,7.136,25.0,150,150.0,0
206.437,18.288,-77.758,332.5,7.136,25.0,150,150.0,0
206.538,17.961,-77.124,332.75,7.136,25.0,150,150.0,0
206.638,17.637,-76.488,333.0,7.136,25.0,150,150.0,0
206.739,17.316,-75.851,333.25,7.136,25.0,150,150.0,0
206.839,16.998,-75.212,333.5,7.136,25.0,150,150.0,0
206.939,16.682,-74.572,333.75,7.136,25.0,150,150.0,0
207.038,16.369,-73.931,334.0,7.136,25.0,150,150.0,0
207.14,16.059,-73.288,334.25,7.136,25.0,150,150.0,0
207.241,15.752,-72.644,334.5,7.136,25.0,150,150.0,0
207.342,15.448,-71.999,334.75,7.136,25.0,150,150.0,0
207.442,15.146,-71.352,335.0,7.136,25.0,150,150.0,0
207.543,14.847,-70.704,335.25,7.136,25.0,150,150.0,0
207.643,14.551,-70.055,335.5,7.136,25.0,150,150.0,0
207.743,14.258,-69.404,335.75,7.136,25.0,150,150.0,0
207.845,13.968,-68.752,336.0,7.136,25.0,150,150.0,0
207.946,13.681,-68.099,336.25,7.136,25.0,150,150.0,0
208.046,13.396,-67.445,336.5,7.136,25.0,150,150.0,0
208.145,13.114,-66.789,336.75,7.136,25.0,150,150.0,0
208.246,12.836,-66.132,337.0,7.136,25.0,150,150.0,0
208.346,12.56,-65.474,337.25,7.136,25.0,150,150.0,0
208.447,12.287,-64.815,337.5,7.136,25.0,150,150.0,0
208.546,12.016,-64.154,337.75,7.136,25.0,150,150.0,0
208.648,11.749,-63.493,338.0,7.136,25.0,150,150.0,0
208.749,11.485,-62.83,338.25,7.136,25.0,150,150.0,0
208.85,11.223,-62.166,338.5,7.136,25.0,150,150.0,0
208.952,10.964,-61.501,338.75,7.136,25.0,150,150.0,0
209.051,10.709,-60.835,339.0,7.136,25.0,150,150.0,0
209.153,10.456,-60.168,339.25,7.136,25.0,150,150.0,0
209.253,10.206,-59.499,339.5,7.136,25.0,150,150.0,0
209.353,9.959,-58.83,339.75,7.136,25.0,150,150.0,0
209.455,9.715,-58.159,340.0,7.136,25.0,150,150.0,0
209.555,9.474,-57.487,340.25,7.136,25.0,150,150.0,0
209.654,9.236,-56.815,340.5,7.136,25.0,150,150.0,0
209.755,9.0,-56.141,340.75,7.136,25.0,150,150.0,0
209.856,8.768,-55.466,341.0,7.136,25.0,150,150.0,0
209.957,8.539,-54.791,341.25,7.136,25.0,150,150.0,0
210.058,8.312,-54.114,341.5,7.136,25.0,150,150.0,0
210.158,8.089,-53.436,341.75,7.136,25.0,150,150.0,0
210.26,7.868,-52.758,342.0,7.136,25.0,150,150.0,0
210.36,7.651,-52.078,342.25,7.136,25.0,150,150.0,0
210.461,7.436,-51.398,342.5,7.136,25.0,150,150.0,0
